Virus,VirusTaxID
bovine immunodeficiency virus,11657
jembrana disease virus,36370
bovine orthopneumovirus,11246
adelaide river ephemerovirus,1972589
adeno-associated dependoparvovirus b,1511892
aichivirus b,194965
aichivirus d,1897731
aino orthobunyavirus,2560289
akabane orthobunyavirus,1933178
alagoas vesiculovirus,1972579
alcelaphine gammaherpesvirus 1,35252
alongshan virus,2269360
batai orthobunyavirus,2560341
berrimah ephemerovirus,1972594
bo-circo-like virus 12,2292654
bo-circo-like virus 8,2292653
bo-circo-like virus ch,2292652
bo-circo-like virus z1,2292655
bo-circo-like virus z10,2292656
bonzesmacovirus bovas1,2843865
bopivirus a,2169775
bopivirus sp.,2804202
bos taurus papillomavirus 20,1887218
bos taurus papillomavirus 24,2162701
bos taurus papillomavirus 25,2162699
bos taurus papillomavirus 26,2162700
bos taurus papillomavirus 28,2751155
bos taurus polyomavirus 1,1891754
bos-associated insect adintovirus,2597806
bosavirus sp.,2340908
bostasmacovirus bovas1,2843869
bovine adenovirus 11,2606475
bovine adenovirus f,346178
bovine adenovirus wia,1038052
bovine adenovirus wib,1038054
bovine adenovirus wic,1038053
bovine alphaherpesvirus 2,10295
bovine alphaherpesvirus 5,35244
bovine associated cyclovirus 1,2050927
bovine astrovirus,1435485
bovine astrovirus b161-1,1027366
bovine astrovirus b161-2,1027367
bovine astrovirus b170/hk,1027244
bovine astrovirus b34/hk,1027246
bovine astrovirus b76-2/hk,1027247
bovine astrovirus b76/hk,1027248
bovine astrovirus ch13,1522059
bovine astrovirus neuros1,1348859
bovine atadenovirus d,130499
bovine atadenovirus e,2843876
bovine calicivirus strain kirklareli,1812179
bovine copiparvovirus 3,2731271
bovine endogenous retrovirus beta 1,1105057
bovine enteric virus bo/15cte/2010/ita,914037
bovine enteric virus bo/22cte/2010/ita,914039
bovine enteric virus bo/9cte/2010/ita,914041
bovine enteric virus bo/9pe/2010/ita,984899
bovine enterovirus gx20-1,2816941
bovine enterovirus hb19-1,2816940
bovine enterovirus js20-1,2816942
bovine faeces associated circular dna virus 1,1843764
bovine faeces associated circular dna virus 2,1843765
bovine fever ephemerovirus,1972593
bovine foamy virus,207343
bovine gammaherpesvirus 6,1504288
bovine hepacivirus n,2652258
bovine lymphotropic herpesvirus,69955
bovine mastadenovirus a,129953
bovine mastadenovirus b,129950
bovine mastadenovirus c,129952
bovine nebovirus,1661258
bovine nidovirus 1,1986112
bovine papillomavirus,10571
bovine papular stomatitis virus,129727
bovine picobirnavirus,1977295
bovine polyomavirus 2,1578134
bovine polyomavirus 3,1561705
bovine respirovirus 3,11215
bovine retrovirus ch15,1822365
bovine rhinitis a virus,1155188
bovine rhinitis b virus,693066
bovine serum-associated circular virus,2340909
bovismacovirus bovas1,2843877
bovismacovirus bovas2,2843878
bunyamwera orthobunyavirus,1933179
caliciviridae bovine/dijona038/06/fr,760892
caliciviridae bovine/dijona042/06/fr,760893
caliciviridae bovine/dijona049/05/fr,760894
caliciviridae bovine/dijona051/05/fr,760895
caliciviridae bovine/dijona055-2/05/fr,760896
caliciviridae bovine/dijona058/05/fr,760897
caliciviridae bovine/dijona072/06/fr,760898
caliciviridae bovine/dijona080/06/fr,760899
caliciviridae bovine/dijona084/06/fr,760900
caliciviridae bovine/dijona130-2/06/fr,760901
caliciviridae bovine/dijona143-2/06/fr,760902
caliciviridae bovine/dijona157/06/fr,760903
caliciviridae bovine/dijona174-2/06/fr,760904
caliciviridae bovine/dijona281/07/fr,760905
caliciviridae bovine/dijona290-2/07/fr,760906
caliciviridae bovine/dijona291-2/07/fr,760907
caliciviridae bovine/dijona311-2/08/fr,760908
caliciviridae bovine/dijona355/07/fr,760909
caliciviridae bovine/dijona356/07/fr,760910
caliciviridae bovine/dijona364/08/fr,760911
caliciviridae bovine/dijona365/08/fr,760912
caliciviridae bovine/dijona367/08/fr,760913
caliciviridae bovine/dijona378/08/fr,760914
caliciviridae bovine/dijona381/08/fr,760915
caliciviridae bovine/dijona386/08/fr,760916
caliciviridae bovine/dijona404/08/fr,760917
caliciviridae bovine/dijona417/08/fr,760918
caliciviridae bovine/dijona421/08/fr,760919
caliciviridae bovine/dijona423/08/fr,760920
caliciviridae bovine/dijona431-2/08/fr,760921
caliciviridae bovine/dijona437/08/fr,760922
caliciviridae bovine/dijona445-2/08/fr,760923
caliciviridae bovine/dijona448/08/fr,760924
calicivirus bovine/b570,458681
calicivirus isolate oky,243551
calicivirus isolate tcg,243550
calicivirus strain cv23-oh,190238
circoviridae pkbeef21,745092
circoviridae sfbeef/usa/2010,941821
coastal plains tibrovirus,1972586
cosmacovirus bovas1,2844020
cressdnaviricota sp.,2748378
crimean-congo hemorrhagic fever orthonairovirus,1980519
cyclovirus ng_cow12,743004
cyclovirus ng_cow2,743005
cyclovirus ng_cow23,743006
cyclovirus pkbeef22,742965
cyclovirus pkbeef23,742968
cyclovirus pkbeef24,742967
cyclovirus pkbeef25,742969
deltapapillomavirus sp.,2729443
drosmacovirus bovas1,2844098
dyokappapapillomavirus 3,2169878
dyokappapapillomavirus 4,2169879
dyoxipapillomavirus 1,1513255
dyoxipapillomavirus 2,2169881
enterovirus an12,1929150
enterovirus e,12064
enterovirus f,1330520
ephemerovirus sp. ksb-1/p/03,1525373
feline sarcoid-associated papillomavirus,655222
gemycircularvirus bovas1,2844423
gemycircularvirus sp.,1983771
getah virus,59300
guangxi orbivirus,2306813
hepacivirus n,2008773
hunnivirus a,1431460
indiana vesiculovirus,1972577
influenza c virus,11552
influenza d virus,1511084
jaagsiekte sheep retrovirus,11746
japanese encephalitis virus,11072
kimberley ephemerovirus,1972595
kobuvirus cattle/bv228/2008/bel,687870
kobuvirus cattle/bv250/2008/bel,687871
kobuvirus cattle/bv253/2008/bel,687872
kobuvirus cattle/kagoshima-2-24-kov/2015/jpn,1659219
koolpinyah ephemerovirus,1972596
mamastrovirus 13,1239577
mavingoni virus,2603829
middle point orbivirus,464979
murine leukemia virus,11786
ndumu virus,59302
nebovirus bo/m3641/2011/hun,1212483
nebovirus bo/monastirb122/2007/tun,1127714
nebovirus bo/monastirb143/2009/tun,1127715
nebovirus bo/monastirb28/2006/tun,1127716
nebovirus bo/monastirb58/2006/tun,1127717
nebovirus bo/monastirb94-1/2007/tun,1127718
nebovirus fp-2014,1549813
nebovirus nt-2014,1476981
new jersey vesiculovirus,1972578
newbury 1 virus,2170030
nodaviridae sp.,1955166
orthopneumovirus sp.,2698777
ovine mastadenovirus a,114424
pearces creek picornavirus,1857251
peaton orthobunyavirus,2560627
pestivirus c,2170082
pestivirus giraffe-1,155905
pestivirus i,2170088
pestivirus sp. tco-2014,1505640
picobirnavirus chn49-like,1350483
picobirnavirus gi/pbv/bovine/bra/pbv18_pr/2014,1735587
picobirnavirus gi/pbv/bovine/india/hp/2012 h7,1307520
picobirnavirus gi/pbv/bovine/india/mh/2011 b18,1307522
picobirnavirus gi/pbv/bovine/india/ptn/2009 p2,1307523
picobirnavirus gi/pbvbovine/india/ptn/2011 p120,1307524
picobirnavirus gii/pbv/bovine/india/hp/2012 h7,1307525
porcine circovirus 2,85708
porcine circovirus 3,1868221
porcine circovirus-like agent pcvl201,2511154
porcine circovirus-like agent pcvl347,2511155
porcine faeces associated circular dna molecule-1,1843772
porprismacovirus bovas1,2845877
reovirus sp.,10891
rotavirus b,28876
ruminantia gammaherpesvirus 3,2716994
sango orthobunyavirus,2560741
sathuperi orthobunyavirus,159141
sathuvachari virus,1289939
schmallenberg orthobunyavirus,2560743
senecavirus a,390157
sewage derived gemykibivirus 1,2004967
shamonda orthobunyavirus,159150
shuni orthobunyavirus,159148
small ruminant morbillivirus,31604
statovirus d1,1964823
suid alphaherpesvirus 1,10345
tacheng orthonairovirus,2846421
tacheng uukuvirus,2734606
ungulate bocaparvovirus 6,1864484
ungulate copiparvovirus 1,1511889
ungulate erythroparvovirus 1,1511905
vesicular exanthema of swine virus,35612
vesicular stomatitis virus,11276
xipapillomavirus 2,1513273
xipapillomavirus 4,2170255
yonaguni orbivirus,2720191
yunnan orbivirus,306276
salmonid novirhabdovirus,1980917
oropouche orthobunyavirus,1933309
utinga orthobunyavirus,2560828
canada goose coronavirus,2569586
waterbird 1 orthobornavirus,1548722
hawaiian goose poxvirus,228177
gerrhosaurid herpesvirus 1,172930
gerrhosaurid herpesvirus 3,172932
deltacoronavirus b07,1697925
bubaline alphaherpesvirus 1,202910
bubaline-associated gemykrogvirus,2781372
buffalo astrovirus,2794928
picobirnavirus sp.,1907787
water buffalo astrovirus,1495051
avipoxvirus isolate south korea,1294112
bubo bubo herpesvirus,2489502
strigid herpesvirus 1,2171489
sindbis virus,11034
sichuan takin astrovirus,2220003
sichuan takin enterovirus,2220002
brown toad circovirus,1494922
bufonid herpesvirus 1,2282206
dongxihu virus,2656653
toad hdv-like virus,2596900
wuhan asiatic toad astrovirus,2116422
wuhan asiatic toad influenza virus,2116482
murine coronavirus,694005
avipoxvirus gb,365613
avipoxvirus id8501092,1047199
avipoxvirus isolate id8501092,656815
fowlpox virus,10261
avipoxvirus cvl,365620
avipoxvirus pa153/05,408592
common buzzard alphaherpesvirus,690691
saint louis encephalitis virus,11080
cacatuid alphaherpesvirus 1,2115842
murine mastadenovirus b,1146873
corella adenovirus 1,2603316
culex negev-like virus 3,2010275
cygnet river virus,1151044
duck adenovirus 3,2233538
duck adenovirus 4,2726020
duck aviadenovirus b,1534553
duck flavivirus anhui/2010,1208385
duck parvovirus nm100,1941434
duck parvovirus nm4,1962258
hubei chryso-like virus 1,1922855
protoparvovirus udayana_mdpva,1711931
protoparvovirus udayana_mdpvb,1711932
rna virus sp.,2217650
avian coronavirus mw05,2724194
sharp-tailed sandpiper picornavirus b-like,2592521
coronavirus red knot/p60/2006/gbr,643398
avian metaavulavirus 15,2560312
pernambuco nodavirus,2565391
red-necked stint avastrovirus,2592512
red-necked stint gallivirus,2592516
red-necked stint picornavirus b-like,2592520
macaca mulatta polyomavirus 1,1891767
wenling callionymus kaianus calicivirus,2116387
luscinia calliope cress-dna-virus sp.,2815039
luscinia calliope genomoviridae sp.,2814964
marmoset adenovirus 1.2,2301508
murine respirovirus,11191
white-headed marmoset gammaherpesvirus,690694
callitrichine gammaherpesvirus 3,106331
hcv/gbv-b chimeric virus,1405121
hepatitis gb virus b,39113
human alphaherpesvirus 1,10298
marmoset pegivirus,2777468
monkeypox virus,10244
southwest bike trail virus,2778788
callithrix penicillata papillomavirus type 1,2704503
callithrix penicillata papillomavirus type 2,2704504
gammaherpesvirus othv4,1679240
northern fur seal polyoma virus,1204536
otarine gammaherpesvirus 4,2801541
phocine morbillivirus,11240
san miguel sea lion virus 8,1564182
callosciurus erythraeus betaherpesvirus 1,2721739
callosciurus erythraeus gammaherpesvirus 1,2721744
callosciurus erythraeus polyomavirus 1,2721748
squirrel associated cyclovirus 1,1987744
mammalian 2 orthobornavirus,1897087
paramyxovirus predict_pmv-151,2711068
callosciurus prevostii betaherpesvirus 1,2721740
callosciurus prevostii polyomavirus 1,2721749
latino mammarenavirus,45221
argentinian mammarenavirus,2169991
calomys tener hepatitis e virus,2054592
calomys tener polyomavirus,2163423
hantavirus calomys/cpvrp147/cajuru/bra/2006,934412
pinhal virus,485722
torque teno calomys tener virus,2054616
bawangfen virus,2656651
guangxi changeable lizard astrovirus,2116115
guangxi changeable lizard picornavirus 1,2116183
guangxi changeable lizard picornavirus 2,2116184
guangxi changeable lizard reovirus,2116337
brook salamander adomavirus,2609872
ananindeua orthobunyavirus,2843685
capim orthobunyavirus,1933265
avipoxvirus 1130,2744857
avipoxvirus 31239,1333866
avipoxvirus isolate galapagos islands,1294098
camel associated drosmacovirus 1,2169876
camel associated drosmacovirus 2,2169877
camel associated porprismacovirus 1,2170105
camel associated porprismacovirus 2,2170106
camel associated porprismacovirus 3,2170107
camel associated porprismacovirus 4,2170108
camelpox virus,28873
dromedary stool-associated circular ssdna virus,1574422
middle east respiratory syndrome-related coronavirus,1335626
camel contagious ecthyma virus,665589
camel papillomavirus,1855824
deltapapillomavirus 6,1513268
dromedary astrovirus,1662272
dromedary picobirnavirus,1574421
enterovirus i,2040663
equine rhinitis a virus,47000
human coronavirus 229e,11137
ungulate bocaparvovirus 7,2734311
ungulate bocaparvovirus 8,2734312
canid alphaherpesvirus 1,170325
astrovirus dogfaeces/bari/2008,764592
bufavirus henan38,2820082
bufavirus henan44,2820083
cadicivirus a,1330068
canine associated gemygorvirus 1,1985425
canine astrovirus,1157338
canine astrovirus vm-2011,1131334
canine bocavirus,1108949
canine bocavirus 2,2093270
canine bocavirus 3,1295080
canine chapparvovirus,2719550
canine circovirus,1194757
canine feces-associated gemycircularvirus,2017709
canine hepacivirus aak-2011,1009692
canine kobuvirus,1836608
canine mastadenovirus a,10537
canine papillomavirus,1134411
canine papillomavirus 21,2304619
canine papillomavirus 22,2304620
canine papillomavirus 23,2304621
canine papillomavirus cel-2010a,748243
canine parainfluenza virus,149595
canine pneumovirus,1408279
canine protoparvovirus,2172548
canine vesivirus,1176484
caninovirus sp.,2022010
canis familiaris polyomavirus 1,1980633
canis lupus polyomavirus 1,2170403
carnivore bocaparvovirus 1,1511866
carnivore bocaparvovirus 2,1511867
carnivore chaphamaparvovirus 1,2734297
carnivore chapparvovirus 1,2575728
carnivore protoparvovirus 3,2843914
chapparvovirus sp.,2448649
chipapillomavirus 1,1177758
chipapillomavirus 2,1177759
chipapillomavirus 3,1513276
curvularia lunata partitivirus 1,2592915
curvularia lunata partitivirus 2,2592916
dengue virus,12637
dog astrovirus,871260
dog feces bidnaparvovirus,2713454
dog torquevirus 15122,2483057
dog torquevirus 5,2483303
dog torquevirus 6108,2483304
dog torquevirus 9286,2483305
equine infectious anemia virus,11665
gemycircularvirus canlup1,2844425
hepacivirus a,2008761
human associated gemykibivirus 2,2004957
human gammaherpesvirus 4,10376
human mastadenovirus c,129951
human mastadenovirus d,130310
human mastadenovirus f,130309
irkut lyssavirus,249583
kobuvirus sewage aichi,1408898
la crosse orthobunyavirus,2560547
lambdapapillomavirus 2,35258
lambdapapillomavirus 3,1175854
lambdapapillomavirus sask1,1820157
louping ill virus,11086
lupine bocavirus,2017714
lupine feces-associated gemycircularvirus 1,2017711
mamastrovirus 5,1239569
mischivirus d,2560598
mokola lyssavirus,12538
murine orthopneumovirus,11263
nipah henipavirus,121791
papillomavirus dog/jun2009/nzl,700779
papillomavirus dog/massey/nzl/2011,1068742
picobirnavirus dog/br-01/bra/2004,573165
picobirnavirus dog/br-02/bra/2004,604237
picobirnavirus dog/kna/2015,1961162
porcine circovirus-like mini agent pcvl258,2726253
porcine circovirus-like mini agent pcvl264,2726254
rotavirus i,1637496
sapporo virus,95342
sfts phlebovirus,1933190
taupapillomavirus 1,1176148
taupapillomavirus 2,1513274
torque teno canid virus 1,2846472
torque teno canis virus,687385
toscana phlebovirus,2734478
wenling brown-lined puffer picornavirus,2116192
capra aegagrus polyomavirus 1,2170409
caprine alphaherpesvirus 1,39944
macavirus strain steinbock13831/deu/2009,988948
brazilian caprine lentivirus,89592
capra hircus papillomavirus type 2,485388
caprine adenovirus 2,389485
caprine arthritis encephalitis virus,11660
caprine astrovirus g2.1,2598085
caprine astrovirus g3.1,2598086
caprine astrovirus g5.1,2598087
caprine kobuvirus,1452516
caprine lentivirus,169959
caprine picobirnavirus,1777985
caprine respirovirus 3,2560372
cyclovirus pkgoat11,742961
cyclovirus pkgoat12,742962
cyclovirus pkgoat21,742966
cyclovirus pkgoat21/pak/2009,942033
cyclovirus pkgoat22,742963
cyclovirus pkgoat23,742964
cyclovirus pkgoat24,745096
cyclovirus pkgoat25,742970
endogenous enzootic nasal tumor virus,2762664
enterovirus g,106966
enterovirus goat/jl14,1849328
enterovirus sd-s68,2598441
enzootic nasal tumour virus 2,2584748
enzootic nasal tumour virus of goats,239365
goat associated cyclovirus 1,2050926
goat astrovirus,2461425
goat blood associated circularviruslike virus,2461431
goat bocaparvovirus,2461428
goat cardiovirus,2478654
goat dependoparvovirus,2461419
goat enterovirus,1790067
goat erythroparvovirus,2461429
goat hepacivirus,2461422
goat papillomavirus,2461420
goat picobirnavirus,2461423
goat protoparvovirus,2461421
goat rhabdovirus,2461424
goat torovirus,1837217
goatpox virus,186805
kobuvirus korean black goat/south korea/2010,1131623
ovine lentivirus,11663
ovine progressive pneumonia virus,253923
papillomaviridae sp.,2052558
phipapillomavirus 1,1177757
porprismacovirus goas1,2845894
semliki forest virus,11033
sheeppox virus,10266
spanish goat encephalitis virus,1691889
tunisian small ruminant pestivirus,1827005
visna-maedi virus,2169971
ruminantia gammaherpesvirus 1,2716992
capra nubiana gammaherpesvirus 1,2716974
macavirus strain steinbock20882/deu/2007,988949
type 1 ruminant rhadinovirus,227135
astrovirus deer/ccastv-1/dnk/2010,909307
astrovirus deer/ccastv-2/dnk/2010,909308
capreolus herpesvirus 1,1273575
deltapapillomavirus 5,1175853
roe deer astrovirus,2707004
carangoides armatus nervous necrosis virus,670525
carangoides equula nervous necrosis virus,670526
chinook salmon nidovirus 1,1986113
cyprinid herpesvirus 2,317878
cyprinid herpesvirus 3,180230
wuhan carp calicivirus 1,2116154
wuhan carp calicivirus 2,2116155
wuhan carp isavirus 1,2116474
wuhan carp isavirus 2,2116475
wuhan carp picornavirus,2116199
bat mastadenovirus,740971
cardioderma bat coronavirus/kenya/ky43/2006,983922
cardioderma cor polyomavirus 1,1891718
kenya bat coronavirus btky03,681850
etapapillomavirus 1,197771
serinus canaria polyomavirus 1,1891752
